id,title,content,author_id,author_avatar_url,category,tags_json,latitude,longitude,start_at,end_at,is_all_day,event_date,expire_date,event_image,address,view_count,popularity_score,created_at,updated_at
,なんだこれは！岡本太郎展,"岡本太郎（1911年～1996年）は、絵画・彫刻・陶芸・書・写真など多彩な表現領域で活動し、また社会学・考古学・民族学・哲学などにも深い関心を寄せた、２０世紀日本を代表する芸術家です。没後３０年を迎えた今なお、その作品と力強い言葉によって、現代に生きる私たちに「自分を生きる」勇気と創造の指針を与え続けています。
本展では川崎市岡本太郎美術館所蔵の絵画、彫刻、写真など約６０点を展示します。鹿児島の地で太郎の大胆な表現や精神をご体感ください。",,,event,"[""美術"",""観光"",""教育""]",31.5966,130.5571,2026-03-19T15:00:00.000Z,2026-05-05T15:00:00.000Z,false,2026-03-19T15:00:00.000Z,2026-05-05T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/245df0656ec538ca151d38e63656b86c.png,鹿児島市立美術館,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,シマカミリッカ氏のギャラリートーク開催,冬の企画展「光のもよう 浮かび上がる文様 シマカミリッカの世界展」の関連イベントとして、作家本人によるギャラリートークをアンコール開催。キャンバスの上に陶器に絵付けをするような技法で、独自の世界を作り出すアーティスト・シマカミリッカ氏が、制作の裏話や作品への思いなどを楽しくトークする。申込不要、当日参加OK。,,,event,"[""美術"",""観光"",""まちづくり""]",31.5966,130.5571,2026-01-31T15:00:00.000Z,2026-01-31T15:00:00.000Z,false,2026-01-31T15:00:00.000Z,2026-01-31T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90295_6065b75b4c33d6c6714308d7d6b0cecd.jpg,長島美術館 本館第7展示室,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,第17回 若い芽オーディション｜NPO法人 芸術・文化 若い芽を育てる会,"「若い芽を育てる会」は、音楽、美術、演劇、その他文化活動を行っている新進気鋭の若者を支援するNPO法人です。本会は、芸術活動が特にその初期において、精神的支援はもちろんの事、物理的な支援も併せてさまざまな支援を必要とすることを考慮し、若き芸術家たちが社会で活動できる機会を拡げようとするものです。
若き芸術家たちの育成や交流によって、豊かな文化と温かい人間的なつながりを持った地域社会が形成され、そこから芸術家の若い芽たちが世界を目指し、育っていく事を願っています。

応募期間：2026/01/05～2026/01/31

応募方法：WEBサイトより

助成分野：芸術文化

助成対象：音楽、美術、演劇、映像、その他芸術文化に関わる意義深い諸活動




詳しくは助成団体のWEBサイトよりご確認ください。
https://ymat2010.org/",,,event,"[""募集・支援情報"",""音楽"",""美術"",""その他""]",31.5966,130.5571,2026-01-04T15:00:00.000Z,2026-01-30T15:00:00.000Z,true,2026-01-04T15:00:00.000Z,2026-01-30T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/f8c39058d48a1af59cef7ed72d17836b.png,,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,19th田中ケンサク&ハワイアンパラダイス年金支給日ライブ,今回で19回目🌴年金支給日ライブ🌴を迎える高齢者(平均年齢81歳)今年で結成66周年を迎えました。キャシュレスの時代においてでも高齢者の方々に理解して頂きお買い物や食事を楽しんで頂けるように企画致しました。癒しのハワイアンミュージックから昭和歌謡まで1時間たっぷりと演奏を楽しんでいただきたいです。ライブは無料です。,,,event,"[""音楽"",""まちづくり""]",31.5966,130.5571,2026-02-12T15:00:00.000Z,2026-02-12T15:00:00.000Z,false,2026-02-12T15:00:00.000Z,2026-02-12T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90264_IMG_9025.jpeg,鹿児島銀行1階よかど広場,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,Endeavor,"鹿児島で活動する絵描きのEn.と写真愛好家のあるでばの2人展

絵と写真それぞれの表現により躍動する動物たちを楽しみにぜひご来場ください",,,event,"[""美術"",""その他""]",31.5966,130.5571,2026-02-09T15:00:00.000Z,2026-02-14T15:00:00.000Z,false,2026-02-09T15:00:00.000Z,2026-02-14T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90260_IMG_4469.png,ギャラリーポランカ,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,ランチタイムコンサート,"毎週金曜日の12時20分から12時50分まで、鹿児島市役所みなと大通り別館1階、市民アートギャラリー内でランチタイムコンサートを開催いたします。

無料でどなたでもご覧いただけます。







【今週のランチタイムコンサー演奏予定】




～ 第859回～ 1月30日(金)




出　演 ： 瀬角武夫・オズワールド（三味線・民謡）

曲　目 ： さくらさくら
                じょんがらいり 娘へ
                黒田節










【今後の演奏予定】

～ 第860回～ 2月6日(金)




出　演 ： 鹿児島国際大学音楽科 及川クラス（器楽アンサンブル）

曲　目 ： Furusato［Hometown］：岡野禎一（編曲：大茂絵里子）
                イナの歌：P.スパーク
                ロンドンデリーの歌：アイルランド民謡










～ 第861回～ 2月13日(金)




出　演 ： 橋本嵐（サクソフォン）、中村慈音（ピアノ）

曲　目 ： 未定",,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-01-29T15:00:00.000Z,2026-01-29T15:00:00.000Z,false,2026-01-29T15:00:00.000Z,2026-01-29T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/2c96742f0c98350a62620c3b27d62f12.png,鹿児島市役所みなと大通り別館１階　市民アートギャラリー,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,未来館SDGsフェスタ～生物多様性のキセキ～,生命の輪を未来へつなぐ3日間！生物多様性について知り、考え、行動につなげるプログラムを実施します。展示や講演会、また生きものの素晴らしさを体感できるワークショップを開催。生物多様性のキセキに触れ、生命の輪をつなぐ一歩を踏み出しましょう！事前申し込み受付中のプログラムもありますので、詳しくはかごしま環境未来館のHPをご覧ください。,,,event,"[""募集・支援情報"",""美術"",""その他"",""環境""]",31.5966,130.5571,2026-02-20T15:00:00.000Z,2026-02-22T15:00:00.000Z,false,2026-02-20T15:00:00.000Z,2026-02-22T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90254_cfed12156918aff77cdcc36f3e8140ab-scaled.jpg,かごしま環境未来館（鹿児島市城西2丁目1-5）,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,鹿児島県立短期大学 生活科学科生活科学専攻 卒業研究作品展2026,"鹿児島県立短期大学生活科学科生活科学専攻の建築デザイン、ビジュアルデザイン、それぞれの研究室に所属する学生の卒業研究作品などを展示します。
2年間という限られた修学期間での作品ではありますが、学生たちの若さあふれる提案や表現をぜひご覧ください。",,,event,"[""美術"",""その他"",""観光"",""まちづくり"",""教育"",""環境""]",31.5966,130.5571,2026-02-27T15:00:00.000Z,2026-03-08T15:00:00.000Z,false,2026-02-27T15:00:00.000Z,2026-03-08T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90251_event_main_kentansotugyou-400x400.jpg,Unitement garden（マルヤガーデンズ4F）,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,令和8年度鹿児島市文化芸術活動活性化補助金｜鹿児島市 文化振興課　※締切 令和8年2月2日(月曜日)まで,"鹿児島市では、文化芸術団体等による自主的な活動を活性化し、本市の文化芸術の振興を図るため、団体等が行う文化芸術事業に対し、公募により助成します。




(注意)本事業による助成は、市議会における令和8年度予算案の議決を経て、令和8年4月から実施することになります。また、当該議決に基づく予算の範囲内での助成となります。




補助対象となる事業

市内において、補助金交付決定日(令和8年4月以降)から令和9年3月末日までに実施される次の事業が対象となります。

(1)市民が身近な場所で文化芸術に触れ親しむことのできる事業

(2)異なるジャンルの文化芸術の融合など多様な文化芸術を創造する事業

(3)次代の文化芸術の担い手を育成する事業

(4)地域固有の文化財の保存・活用・継承を図る事業

(5)文化芸術を生かしたまちづくりの推進に資する事業

(6)その他市長が文化芸術の振興を図るため適当と認める事業




応募できる団体

市内に主たる事務所又は活動拠点を有する文化芸術団体等

(例)文化芸術団体、実行委員会、NPO法人、企業等

次の要件を満たす必要があります。

・規約や会則等を有し、責任者が明確で、団体の独立した経理を行っていること。

・補助事業の実施・運営から実績報告まで責任を持って履行できること。

・暴力団又はその構成員(暴力団の構成団体の構成員を含む)の統制の下にある団体でないこと。

・市税が課税されている場合は、納期の到来している市税を完納していること。

・NPO法人にあっては、特定非営利活動促進法第29条に定める事業報告書等を所管庁に提出していること。




募集期間

令和7年12月1日(月曜日)から令和8年2月2日(月曜日)まで

募集締切後は理由の如何を問わず、受理しませんので、ご了承ください。




応募の方法

応募書類を、下記の応募先まで持参、または郵送（必着）で提出してください。
（応募先）
〒８９２－８６７７
鹿児島市山下町１１－１
鹿児島市役所みなと大通り別館1階
鹿児島市 文化振興課 令和８年度文化芸術活動活性化補助金担当 宛




問い合わせ先

鹿児島市文化振興課：TEL099-216-1501（直通）・FAX099-216-1128




詳しくは助成団体のWEBサイトよりご確認ください。
https://www.city.kagoshima.lg.jp/shimin/shiminbunka/bunkashinko/bunka/bunka/jigyo/hojyokin2.html",,,event,"[""募集・支援情報"",""その他""]",31.5966,130.5571,2026-01-11T15:00:00.000Z,2026-02-01T15:00:00.000Z,true,2026-01-11T15:00:00.000Z,2026-02-01T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2025/12/6b3852f8582dab547da51cf562c216c6-400x400.jpg,,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,音処華音プレゼンツ2026 歌の宝箱〜世代と文化をつなぐ歌声の饗宴〜,"令和７年度 文化の薫り高いかごしま形成事業
音処華音プレゼンツ2026
歌の宝箱〜世代と文化をつなぐ歌声の饗宴〜

第一部【子どもの名曲宝箱】
「手のひらを太陽に」 他
ピアノ：室屋 麗華
ソプラノ：松永 藍
バス：溝田 凌

第二部【子どもの歌声宝箱】
シマ唄：指宿 桃子・シマ唄キッズ
合唱：西紫原小学校合唱部／指揮：山口 由華

第三部【クラシックの名曲宝箱】
ハイドン作曲「神なる聖ヨハネのミサ・ブレヴィス」 他
指揮：溝田 凌
合唱：華音合唱団
弦楽：RENTARO室内オーケストラ九州",,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,false,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90237_IMG_6163.jpeg,カクイックス交流センター （かごしま県民交流センター） 県民ホール,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,日々の暮らし展vol.9,"ポラーノ・ポラーリでは、しあわせな気持ちになる雑貨やカフェを出店するイベント「日々の暮らし展」を定期的に行っています。
日々弊社社員が心を込めて作っているものや、地域の方々が生産しているものの販売、そして展示企画などもあります。
静かな祈りの場所で心安まる一時を過ごしていただけますように。
皆さまぜひ、楽しみにお越しください。",,,event,"[""美術"",""その他"",""福祉""]",31.5966,130.5571,2026-01-23T15:00:00.000Z,2026-01-23T15:00:00.000Z,false,2026-01-23T15:00:00.000Z,2026-01-23T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90232_79a1b6030c82b301fc4523255f15884c-scaled.jpg,鹿児島市唐湊2－10－2レデンプートル宣教修道女会内B棟（駐車場有）,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,国際交流活動助成｜鹿児島市,"鹿児島市は、市内の民間団体独自の創意工夫による「国際交流事業」・「国際協力事業」・「多文化共生を推進する事業」の実施を促進することを目的として、活動経費の一部を助成しています。




申請書の最終受付日を延長しました。（令和8年2月13日（金曜日））

（注）令和8年3月13日（金曜日）までに事業を完了することが条件となります。

（注）受付期間中であっても、申請が予算額に達した時点で締め切らせていただきます。

（注）助成金の活用をご検討の場合、まずは下記のお問い合わせ先までご相談ください。




助成対象団体
助成金の交付の対象となる民間団体は、組織的に活動を行い、市内に活動拠点を有する団体である必要があります。




助成対象事業
1国際理解を促進する事業
2.外国との学術、芸術、文化又はスポーツ交流事業
3.国際協力及び多文化共生を推進する事業
4.その他市長が必要と認める事業


上記の事業の具体的な取り組み内容を以下に示しますので、申請時の参考にしてください。

・国際理解を促進するイベント・講演会・講座等
・国際協力の人材育成や理解促進等に寄与するもの
・外国人と市民との交流を促進するもの
・外国人住民が日本文化や鹿児島の歴史・自然等を体験するもの
・外国人住民の日本語能力の向上に繋がるもの
・海外において実施される市民の国際交流・国際理解・国際協力等に寄与する事業で、現地の市民と交流が行われるもの


対象事業の条件
1.この事業の目的に沿うものであること
2.営利目的でないこと（講演等で入場料等を取る場合や（チャリティー目的を含む）、海外留学や海外旅行を業として行うものが主催する事業など）
3.政治目的、宗教目的でないこと
4.当該事業に対し、市から他の助成を受けていないこと




助成条件
・申請を行おうとする団体は、事業実施日の1か月前（土日祝日の場合はその前日）までに書類をご提出ください
・令和7年度の申請書の最終受付日は令和8年2月13日（金曜日）としますので、申請の際はご注意ください。
・助成は、1団体あたり、1年度1件とします。
・同一事業への助成の回数は、原則として通算3回までとします。詳しくは担当課へお問い合わせください。
・国、県または公的団体等から助成がある場合は、事業費から当該助成金を除外した経費を対象として算定します。




申請書
申請書（ワード：32KB）
申請書（PDF：101KB）
添付書類
添付書類（ワード：45KB）
添付書類（エクセル：75KB）
添付書類（PDF：133KB）




お問い合わせ

総務局市長室国際交流課

〒892-8677 鹿児島市山下町11-1

電話番号：099-216-1131

ファクス：099-224-8900",,,event,"[""募集・支援情報"",""その他"",""国際交流""]",31.5966,130.5571,2026-01-04T15:00:00.000Z,2026-02-12T15:00:00.000Z,true,2026-01-04T15:00:00.000Z,2026-02-12T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/03bbc26f8a8309cae896ad9daf60df96.jpg,,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,５WORKｓ成果発表会,一般公募で集まったメンバーを5つのチームに分け、各チームに演出家などのスタッフを配置し、25分程度の作品を創作、成果発表までの作品作りを体験する、鹿児島演劇協会の新しい演劇ワークショップ。その成果発表会です。,,,event,"[""その他""]",31.5966,130.5571,2026-02-20T15:00:00.000Z,2026-02-20T15:00:00.000Z,false,2026-02-20T15:00:00.000Z,2026-02-20T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90196_2152c5c2f0cf3962f974591484f425df-scaled.jpg,鹿児島市松元公民館,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,ランチタイムコンサート,"毎週金曜日の12時20分から12時50分まで、鹿児島市役所みなと大通り別館1階、市民アートギャラリー内でランチタイムコンサートを開催いたします。

無料でどなたでもご覧いただけます。







【今週のランチタイムコンサー演奏予定】




～ 第858回～ 1月23日(金)




出　演 ： 若松沙奈枝（ギター弾き語り）

曲　目 ： 神田川
                糸
                愛燦燦







【今後の演奏予定】

～ 第859回～ 1月30日(金)




出　演 ： 瀬角武夫・オズワールド（三味線・民謡）

曲　目 ： さくらさくら
                じょんがらいり 娘へ
                黒田節










～ 第860回～ 2月6日(金)




出　演 ： 鹿児島国際大学音楽科 及川クラス（器楽アンサンブル）

曲　目 ： Furusato［Hometown］：岡野禎一（編曲：大茂絵里子）
                イナの歌：P.スパーク
                ロンドンデリーの歌：アイルランド民謡",,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-01-22T15:00:00.000Z,2026-01-22T15:00:00.000Z,false,2026-01-22T15:00:00.000Z,2026-01-22T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/920659e3abc260969819c875734a583a.png,鹿児島市役所みなと大通り別館１階　市民アートギャラリー,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,【アートフリースクール】「不登校の無料相談室（予約制）」,アートフリースクールGoARTLabo美術室にて、「不登校の無料相談室」を毎週月曜日13:00〜16:00に開設します。不登校の子どもたちや保護者を対象に、学校のこと、将来のこと、家庭での悩みなどを安心して話せる個別相談の場です。アートを軸にしたフリースクール運営者が、一人ひとりの状況に寄り添いながらお話を伺います。答えを出す場ではなく、気持ちを整理する時間としてご利用ください。無料・予約制。,,,event,"[""募集・支援情報"",""美術"",""福祉"",""教育""]",31.5966,130.5571,2026-01-18T15:00:00.000Z,2026-03-29T15:00:00.000Z,false,2026-01-18T15:00:00.000Z,2026-03-29T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90190_1.png,GoARTLabo美術室　鹿児島市山下町12-12一二三ビル1階,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,【宝山プレゼンツ】カルテット・アマービレ公演のお知らせ,"霧島国際音楽際にも出演し、2022年には堤剛＆藤田真央＆カルテット・アマービレ　スペシャル・コンサートを開催したカルテットの演奏が宝山ホールへ‼
世界の音楽コンクールの中でもとりわけ難関として知られるミュンヘン国際音楽コンクールで第3位及び特別賞を獲得したカルテット・アマービレ。 カルテットで聴く、今年生誕270年を迎えるモーツァルトのアイネ・クライネ・ナハトムジークやベートーヴェンの弦楽四重奏曲。世界が認めた注目のカルテットによる弦楽四重奏曲の醍醐味を味わえるコンサートです。皆様のご来場心よりお待ちしております。",,,event,"[""音楽"",""教育""]",31.5966,130.5571,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,false,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90158_a3bc0da7bd5b9c223e6b152ca36e4089-scaled.jpeg,宝山ホール,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,公益財団法人 鹿児島県文化振興財団｜芸術文化活動支援助成金,"この事業は、鹿児島県内の幅広い芸術文化活動の振興を図るため、県内の芸術文化団体が行う自主的かつ創造性豊かな文化活動に対し助成を行うものです。


令和8年度申請分の応募締め切りは令和8年2月26日（木）必着です。


Ｑ：どのような芸術文化団体が助成を受けることができるのですか？
A：鹿児島県内に住所又は活動の拠点を有し、その分野の県域的団体であること、明確な会計経理を実施していること、一定（満3年以上）の活動実績があること等の条件を満たしている団体が助成を受けることができます。ただし、国及び地方公共団体やこれに準ずる団体、営利団体、政治団体、宗教団体等は除かれます。


Ｑ：どのような事業に助成するのでしょうか？
A：原則として県内全域を対象として実施される、次のような事業です。
（1）長期にわたり継続して実施され、かつ、自主企画により実施される芸術文化事業（公演・展示）
（2）芸術文化団体の活動の成果を発表する事業
（3）本県の伝統芸能の普及促進に資する事業
（4）子どもたちのための芸術文化活動の促進に資する事業
（5）芸術文化の普及啓発に資する事業


Ｑ：助成金の額はどのようにして算定されるのでしょうか？
A：助成金の額は助成の対象となる経費の総額（国、地方公共団体及びその他の団体からの補助金並びに入場料等に相当する額は除く。）の2分の1以内の額です。 ただし、1団体あたりの上限額は50万円となります。（1千円未満は切り捨てとなります。）


Ｑ：助成金の対象となる経費にはどのようなものがありますか？
A：助成の対象となる経費は次に掲げるものです。
・外部の指揮者・審査員・講師等への謝金及び旅費
・印刷費、道具制作費等
・通信費、運搬費、調律費等
・会場使用料、著作権使用料等
・会場整理員等賃金
・その他特に理事長が必要と認めた経費


申請用紙等のダウンロード
御案内、要綱、手引き、助成金交付までの流れ、経費区分一覧表（841KB/PDF形式）
第1号様式（21KB/word形式）
第2号様式（25KB/word形式）
第3号様式（19KB/excel形式）
第4号様式（20KB/ word形式）
記入例（1036KB/PDF形式）


※詳しくは、財団事務局（県文化センター企画事業課 TEL099-223-4221）へお問い合わせください。",,,event,"[""募集・支援情報"",""音楽"",""美術"",""伝統芸能"",""まちづくり"",""教育"",""その他""]",31.5966,130.5571,2026-01-07T15:00:00.000Z,2026-02-25T15:00:00.000Z,true,2026-01-07T15:00:00.000Z,2026-02-25T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/symbol01-160.jpg,,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,こどものためのおんがくじかん Vol.16 テューバ,"こどものために、こどもを支える大人のために
たのしく「おんがく」や「ぶんかげいじゅつ」に
ふれるじかんをおとどけします。
みんなで「感性（かんせい）」をそだてましょう！

こどももおとなも「みんな」でたのしく
あそぶ・きく・まなぶ・おんがく体験。

前半○リトミック ○リズムあそび ○おんがく絵本 ○うた
後半○コンサート

今度でなんと16回目。

こどもがこどもでいる時間は本当にあっという間です。
そんな限られた時期に、親子で音楽に触れ合える時間を届けたいという思いではじめました。
今回は、テューバの石堂優二郎さんをゲストに、お届けします。",,,event,"[""音楽"",""教育""]",31.5966,130.5571,2026-01-24T15:00:00.000Z,2026-01-24T15:00:00.000Z,false,2026-01-24T15:00:00.000Z,2026-01-24T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90142_2026kodomonotameno_tuba_A.png,LAGBAG MUSIC TOGO HALL,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,ritmusik リトムジーク　バレンタインコンサート,"Ⅰ.Ⅱ部は2.3月の季節を感じるハートいっぱいなリトミック。0歳から年長さんまでの異年齢活動になります。
開場から開演までの30分も音楽が流れる会場全体が音楽いっぱいの空間で親子で楽しむハートフルリトミック活動。Ⅲ部は約80分のバレンタインコンサート。前半は色んな愛を描いたクラシック作品、後半には情熱あふれるピアソラ など、音楽でめぐる愛と情熱の世界。バレンタインにちなんでお菓子を召し上がって頂きながらのお聞きいただけます。学生〜大人の方の入場料にはお菓子付き。未就学児さんにはアレルギー等考慮しお菓子はつきませんが、当日の販売があります。愛情たっぷりの優しく温かな一日を一緒に過ごしましょう！",,,event,"[""音楽"",""教育""]",31.5966,130.5571,2026-02-21T15:00:00.000Z,2026-02-21T15:00:00.000Z,false,2026-02-21T15:00:00.000Z,2026-02-21T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90137_IMG_4476.jpeg,イイテラス10階ホール,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,ことこのもへじ presents ICHI ライブ＆ワークショップ,"2026年2月11日（祝・水）
しょうぶ学園《アムアホール》

あらゆるものを楽器にしてしまう！？
発明音楽家 ICHI さんのライブ ＆ ワークショップ ！

へんな楽器？ふしぎな音！
おもちゃや生活の道具、身近なものたちが音楽に変身！
見ても、聞いても、思わず体が動く、ワクワクいっぱいのコンサート。

そして今回は特別に、ライブとセットでワークショップも開催。
ICHIさんと一緒に、楽器をつくってライブに参加してみよう。

12:30〜13:30 ワークショップ　※限定30名
14:00〜15:00 ライブ

申込　https://forms.gle/LjnS8CD9KSUd1cv29",,,event,"[""音楽"",""まちづくり"",""教育"",""その他""]",31.5966,130.5571,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,false,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90130_2.png,アムアホール（しょうぶ学園）,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,大嵩禮造幾何学的抽象の世界展―グラスボックスを中心にー,"児玉美術館　創立40周年最後を締めくくるのは、大嵩禮造「グラスボックス」。当館の要となる作品群です。

若き大嵩禮造が確立した抽象絵画の世界を存分に味わえる展示となっております。グラスボックスの瑞々しい透明感が新春を飾ります。

　「花の碑」「グラスボックス直」「屹立」、他50点を展示。",,,event,"[""美術"",""教育""]",31.5966,130.5571,2026-01-07T15:00:00.000Z,2026-03-21T15:00:00.000Z,false,2026-01-07T15:00:00.000Z,2026-03-21T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90117_3e3886dd1bac7a776bc02ddd35f1c6a3.jpg,児玉美術館,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,ランチタイムコンサート,"毎週金曜日の12時20分から12時50分まで、鹿児島市役所みなと大通り別館1階、市民アートギャラリー内でランチタイムコンサートを開催いたします。

無料でどなたでもご覧いただけます。







【今週のランチタイムコンサー演奏予定】




～ 第857回～ 1月16日(金)




出　演 ： ジミー入枝・SHOW・楽団
　　　　  ジミー入枝（うたとおしゃべり）
　　　　  小原やむちゃ（ピアノ、鍵盤ハモニカ、コーラス）
　　　　  ノンキー山田（ギター、コーラス）　　　　

曲　目 ： グッド・ナイト・ベイビー
                オンリー・ユー
                たんぽぽのように







【今後の演奏予定】

～ 第858回～ 1月23日(金)




出　演 ： 若松沙奈枝（ギター弾き語り）

曲　目 ： 神田川
                糸
                愛燦燦










～ 第859回～ 1月30日(金)




出　演 ： 瀬角武夫・オズワールド（三味線・民謡）

曲　目 ： 未定",,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-01-15T15:00:00.000Z,2026-01-15T15:00:00.000Z,false,2026-01-15T15:00:00.000Z,2026-01-15T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/b6e0dade6b9d59209073449072bc53f6.png,鹿児島市役所みなと大通り別館１階　市民アートギャラリー,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
,2026年第1回　「社会創造アーツファンド」｜公益社団法人 企業メセナ協議会,"芸術文化は人の営みに欠かせないものであり、社会に新たな価値を創出する原動力になります。

企業のメセナ活動は、芸術文化支援をはじめ、教育、地域、福祉、環境などにおける社会課題の解決に向けた企業活動の一つであり、社会への投資につながります。

企業メセナ協議会は、企業のメセナ活動を推進し、芸術文化の振興とこれを通じた心豊かなより良い社会づくりに取り組んでいます。


募集要項

1. 対象となる申請者（寄付を集めたい 芸術・文化団体の皆さま）

①公益を目的とした法人で、芸術・文化活動を行うもの
→一般財団法人、一般社団法人、特定非営利活動法人など。
注1）株式会社、有限会社、合名会社、合資会社などの営利法人や、宗教法人、政治団体は申請できません。
注2）原則として公益財団法人・公益社団法人は対象となりませんが、PST認定がされていない団体や、その他特別な事由によりファンド利用を要望する場合はその事由を検討したうえで別途取り扱う場合がある。

②任意団体で芸術・文化活動を行うもの
→法人格を持たない劇団やオーケストラ、公演・展示などの実行委員会など。
→規約などを有し、代表者の定めがあること。

③芸術・文化活動を行う個人の場合は、その活動の公益性が認められるもの




2. 対象となる活動

①芸術文化の振興および芸術・文化による社会創造に寄与する活動であること。
②原則、活動実施日が申請締切から3カ月以降の活動
※2026年 第1回（1月20日申請締切）については、2026年3月26日以降に実施する活動が対象となります。
（ここでの実施は準備期間ではなく、実際に催しやプログラムが行われる日とします）
③海外における活動の場合、日本国内に実施主体の事務所機能があること。




■締切：2026年1月20日(火)日付変更まで

今回は2026年3月26日(木)以降に実施する活動が対象となります。
　※ここでの実施は準備期間ではなく、実際に催しやプログラムが行われる日とします。

申請書の書き方には書き方の諸注意が記載されていますので、ぜひお読みいただいたうえで作成をお願いします。




詳しくは助成団体のWEBサイトよりご確認ください。
募集要項 | 社会創造アーツファンド －Arts Fund－ | 寄付を集めたい方 | 芸術・文化支援サイト かるふぁん！ -Fund for Culture-",,,event,"[""募集・支援情報"",""その他""]",31.5966,130.5571,2025-12-25T15:00:00.000Z,2026-01-19T15:00:00.000Z,true,2025-12-25T15:00:00.000Z,2026-01-19T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/3c5dee28903c12b97203fc77d717f619-400x400.png,,0,0,2026-02-16T05:12:28.746Z,2026-02-16T05:12:28.746Z
